내용,종류,수준
캠프 리더는 망원경을 점검한다.,문장,하
그들은 슈퍼마켓을 지나가고 있다.,문장,하
두 사람이 결승선까지 경주한다.,문장,하
그레이하운드가 경주를 하고 있다.,문장,하
아시아인들이 볼링을 치고 있다.,문장,하
아시아인들은 서로 가까이 있다.,문장,하
어떤 동물들은 야외에 있습니다.,문장,하
웨이터가 서둘러 출근하고 있다.,문장,하
웨이터가 음식을 대접하고 있다.,문장,하
예술가들이 오토바이를 타고 있다.,문장,하
낙서는 매우 화려하고 복잡합니다.,문장,하
과학자가 뭔가를 조사하고 있다.,문장,하
록 밴드가 콘서트에서 연주한다.,문장,하
관객들은 뮤지컬 공연을 좋아한다.,문장,하
모델이 마스카라를 바르고 있다.,문장,하
뱀은 땅에서 부스러기를 찾는다.,문장,하
손바닥 판독기는 중간 스캠입니다.,문장,하
시위자들은 밖에서 항의하고 있다.,문장,하
관중석에는 백인들이 흩어져 있다.,문장,하
누군가는 도시에서 파쿠르를 한다.,문장,하
스케이트보드 타는 사람들이 있다.,문장,하
그 소녀들은 댄스팀의 일원이다.,문장,하
거위와 남자는 캐나다 밴드이다.,문장,하
차량들이 사막을 운전하고 있다.,문장,하
배구가 선수에게 다가오고 있다.,문장,하
플레이어가 땅에 닿지 않습니다.,문장,하
동물들이 밖으로 움직이고 있다.,문장,하
스노보더가 커피숍에 앉아 있다.,문장,하
지하철은 아시아에 위치해 있다.,문장,하
노파가 책꽂이를 조립하고 있다.,문장,하
사우나에서 남녀가 사귀고 있다.,문장,하
스턴트는 청중과 함께 점프한다.,문장,하
해병대는 적의 영토를 정찰한다.,문장,하
분홍색 지갑에는 아무것도 없다.,문장,하
할머니는 손자의 사진을 찍습니다.,문장,하
음악가들이 함께 연주하고 있다.,문장,하
밴드의 클라리넷 부분 사진입니다.,문장,하
관광객들이 건물들을 보고 있다.,문장,하
그들은 스포츠를 연습하고 있다.,문장,하
군인들이 퍼레이드를 하고 있다.,문장,하
모래게가 복수를 계획하고 있다.,문장,하
그들은 결혼식에 참석하고 있다.,문장,하
갓난아기는 녹색 놀이터에 있다.,문장,하
두 사람이 오토바이를 운전한다.,문장,하
산악자전거는 헬멧을 쓰고 있다.,문장,하
그녀는 여행가방을 던지고 있다.,문장,하
남자와 아이는 워터파크에 있다.,문장,하
아이와 어른은 아들과 아버지이다.,문장,하
젊은 여성들이 딸기밭을 수확한다.,문장,하
경찰관이 군중을 통제하고 있다.,문장,하
그 남자는 아이들의 아버지이다.,문장,하
카누가 진입로의 트레일러에 있다.,문장,하
트레일러가 진입로에 앉아 있다.,문장,하
아이는 물고기를 잡기를 원한다.,문장,하
사진에는 도넛이 많이 있습니다.,문장,하
병원에 있던 남자는 금발이었다.,문장,하
당신의 새로운 시작 응원해요.,문장,하
사로닉 제도에는 계절이 없다.,문장,하
모든 아이들이 공부하고 있다.,문장,하
그들은 시험공부를 하고 있다.,문장,하
밴드가 관중을 응원하고 있다.,문장,하
더 가까워질 기회가 되겠네요.,문장,하
철밥통 되기가 어디 쉽겠어요.,문장,하
제가 당신을 좋아하고 있어요.,문장,하
적당히 하면 괜찮을거 같아요.,문장,하
드시는거 보기만 해도 좋아요.,문장,하
어디에서 일하든 상관 없어요.,문장,하
바다 보러 가자고 말해야겠다.,문장,하
생각한 데로 안돼서 고민이다.,문장,하
집에서 쉬는 시간도 필요해요.,문장,하
그런 일이 가능한지 몰랐네요.,문장,하
완벽한 사람은 아무도 없어요.,문장,하
우연이 필연이 되기도 합니다.,문장,하
서툰 애정표현일 수도 있어요.,문장,하
가까운 미래에 나올거 같아요.,문장,하
그런 사람이 있다니 부럽네요.,문장,하
도와주려는 것일 수도 있어요.,문장,하
지금도 충부히 잘하고 있어요.,문장,하
카드 다 부러뜨려 버려야겠다.,문장,하
컨디션 조절은 정말 중요해요.,문장,하
이쁜 마스크 사드리고 싶네요.,문장,하
힘든 건 익숙해지지가 않아요.,문장,하
태연하게 기다릴 수 없겠네요.,문장,하
전할 기회가 있으면 좋겠네요.,문장,하
속이 조금 후련하면 좋겠네요.,문장,하
생각보다 시간이 빨리 가네요.,문장,하
가슴이 뻥 뚫니는 느낌이네요.,문장,하
빗소리가 더 그렇게 만들어요.,문장,하
시간은 지금도 흐르고 있어요.,문장,하
상대방에 대한 예의가 없네요.,문장,하
언젠간 괜찮아질 거라 믿어요.,문장,하
생각보다 긴 시간이 흘렀어요.,문장,하
때로는 단호한 것도 필요해요.,문장,하
때론 쉬어가는 것도 필요해요.,문장,하
허전함에 이랬다 저랬다 해요.,문장,하
고민한다면 미련일 수 있어요.,문장,하
당신은 정말 착한 사람이군요.,문장,하
많이 고민 했을거라 생각해요.,문장,하
마지막을 아는 것도 필요해요.,문장,하
많이 힘들었을 거라 생각해요.,문장,하
기분전환이 필요한 것 같아요.,문장,하
재회 생각 완전히 접었습니다.,문장,하
현실을 직시할 필요도 있어요.,문장,하
물리적 나이는 상관이 없어요.,문장,하
감정이 식었을 수도 있겠어요.,문장,하
저랑 이야기할 때가 아니네요.,문장,하
그도 나를 좋아했으면 좋겠다.,문장,하
절대 능력만 중요하지 않아요.,문장,하
말도 예쁘게 하는 사람이네요.,문장,하
나이 차이는 중요하지 않아요.,문장,하
누구나 좋아할 권리가 있어요.,문장,하
그것은 전혀 문제되지 않아요.,문장,하
그 사람이 당신의 홈닥터군요.,문장,하
만난 시간이 중요하지 않아요.,문장,하
대부분은 먼저 연락하곤 해요.,문장,하
따지기 시작하면 끝이 없어요.,문장,하
좀 더 대화가 필요해보이네요.,문장,하
사귀고 나서 간섭 가능합니다.,문장,하
이해해주기 어려울 거 같아요.,문장,하
연인과 함께면 어디든 좋아요.,문장,하
정확한 사실을 알긴 힘들어요.,문장,하
결혼에는 옳고 그름이 없어요.,문장,하
멋진 사람이자 멋진 말이네요.,문장,하
부끄러워서 그럴 수도 있어요.,문장,하
확실한 의사 표현이 중요해요.,문장,하
스스로를 괴롭게 하지 말아요.,문장,하
먼저 연락해도 힘들어 말아요.,문장,하
그런 사람은 놓치면 후회해요.,문장,하
많이 보고 싶을거라 생각해요.,문장,하
너무 힘들게 하는 사실이네요.,문장,하
연애가 사치인 사람은 없어요.,문장,하
세상에서 제일 슬픈 말이네요.,문장,하
계속 생각날테니 그럴만 해요.,문장,하
여지를 주지 않는게 좋습니다.,문장,하
어디에서 만난 건 상관없어요.,문장,하
남자와 여자가 키스하고 있다.,문장,하
원숭이가 자전거를 타고 있다.,문장,하
한 여성이 플루트를 연주한다.,문장,하
오랑우탄이 버스를 타고 있다.,문장,하
버터가 그릇에 담겨지고 있다.,문장,하
군 장교는 신병들에게 짖었다.,문장,하
고양이와 소년이 함께 놀아요.,문장,하
트럭이 언덕을 내려가고 있다.,문장,하
고슴도치가 담요를 물고 있다.,문장,하
잠수함이 물을 통과하고 있다.,문장,하
두 소녀가 전화로 이야기한다.,문장,하
새끼 코끼리는 묘목을 먹는다.,문장,하
호랑이가 벽을 오르려고 한다.,문장,하
아기 원숭이가 스스로 긁는다.,문장,하
악단은 악기를 연주하고 있다.,문장,하
누군가 게임보이를 하고 있다.,문장,하
여객기가 활주로에 앉아 있다.,문장,하
스쿠버 다이버는 수중에 있다.,문장,하
언론의 자유는 결과를 낳는다!,문장,하
문제는 누가 돈이 없는가이다.,문장,하
그것은 상식/연역적 추론이다.,문장,하
미시간은 갑 통제된 국가이다.,문장,하
신은 확실히 존재하지 않는다.,문장,하
그것은 모두 부시의 잘못이다.,문장,하
회의는 이틀 동안 계속되었다.,문장,하
북한은 개성 접근을 차단한다.,문장,하
한 소녀는 관악기를 연주한다.,문장,하
코끼리들이 목욕을 하고 있다.,문장,하
앵무새가 이야기를 하고 있다.,문장,하
소들이 통에서 먹이를 먹는다.,문장,하
거북이가 물속에서 걷고 있다.,문장,하
북극곰들이 서로 싸우고 있다.,문장,하
고양이는 스스로 청소를 한다.,문장,하
아기 판다가 막대기로 놀아요.,문장,하
그녀는 자전거를 치우고 있다.,문장,하
머리칼이 풍성한 여자가 있다.,문장,하
이것은 매우 특이한 요청이다.,문장,하
그것에 반대하는 규칙은 없다.,문장,하
그것은 대부분 맛의 문제이다.,문장,하
나는 다른 의견들에 동의한다.,문장,하
두 대의 항공기가 분실되었다.,문장,하
그녀는 여전히 근처에 있었다.,문장,하
몇 시인지 몰라서 걱정됐어요.,문장,하
그는 전화를 주겠다고 했어요.,문장,하
여행은 우리가 받는 특전이다.,문장,하
수렴 흐름은 분류를 방지한다.,문장,하
언덕 꼭대기에 장미가 있었다.,문장,하
그는 아무도 죽이지 않았어요.,문장,하
그는 자기만의 장교들이 있다.,문장,하
그의 장교들은 그를 존경한다.,문장,하
그는 흥미로운 소식을 들었다.,문장,하
처음에는 아무 경주도 없었다.,문장,하
로렌 필드는 학교에서 일한다.,문장,하
뉴욕 주에는 상원의원이 없다.,문장,하
항공기가 도착하는 일은 없다.,문장,하
원자 폭탄에는 방아쇠가 없다.,문장,하
우리는 거기에 들어갈 것이다.,문장,하
페인트는 색상에 따라 변한다.,문장,하
그들은 파일이 하나도 없어요.,문장,하
그들은 재즈 음악을 연주한다.,문장,하
나는 텍사스에 농장이 있어요.,문장,하
버스는 디젤 연료로 운행된다.,문장,하
생물권은 온도에 따라 변한다.,문장,하
생물권은 절대 변하지 않는다.,문장,하
뭔가 평형에서 벗어나고 있다.,문장,하
운모 조각은 복잡한 장치이다.,문장,하
두 문화는 과학과 인문학이다.,문장,하
모두 언론의 자유에 동의한다.,문장,하
우리는 기도할 필요도 없었다.,문장,하
주들이 선거 절차를 지배한다.,문장,하
오글은 인내심을 잃고 있었다.,문장,하
그녀는 그를 바라보고 있었다.,문장,하
피트는 셔츠와 바지를 입었다.,문장,하
지중해에는 좋은 항구가 없다.,문장,하
그 건물에는 지하실이 없었다.,문장,하
그 전화선은 평일에 운영된다.,문장,하
자기는 가구와 은 이상이었다.,문장,하
십자가들에 세 사람이 있었다.,문장,하
그 지형에는 경사지들이 있다.,문장,하
박물관들은 잘 조성되어 있다.,문장,하
모든 부품을 포함해야 합니다.,문장,하
그 회사는 연구의 최첨단이다.,문장,하
우리는 고양이와 개를 돕는다.,문장,하
기업 대표들은 정장을 입는다.,문장,하
그들 중 몇몇은 성공적이었다.,문장,하
올해의 스승상은 큰 영광이다.,문장,하
사실과 추측은 모두 존재한다.,문장,하
휴보스는 공을 뜻하지 않는다.,문장,하
입문서의 발언은 매우 길었다.,문장,하
럽라를 보고 암이 나았습니다!,문장,하
김용의 역작이 나은 대작이다.,문장,하
기대않고 보면 무척 재미있다.,문장,하
뛰어난 연출역을 보여 주었다.,문장,하
아이들과 보고 너무 좋았어요.,문장,하
